"id"	"value"	"datatype_id"	"device_id"	"time"
"1074"	"68"	"2"	"2"	"21/5/2020 05:58:55"
"1075"	"65"	"2"	"2"	"21/5/2020 05:59:01"
"1076"	"67"	"2"	"2"	"21/5/2020 05:59:06"
"1077"	"74"	"2"	"2"	"21/5/2020 05:59:11"
"1078"	"65"	"2"	"2"	"21/5/2020 05:59:16"
"1079"	"71"	"2"	"2"	"21/5/2020 05:59:21"
"1080"	"74"	"2"	"2"	"21/5/2020 05:59:26"
"1081"	"77"	"2"	"2"	"21/5/2020 05:59:31"
"1082"	"73"	"2"	"2"	"21/5/2020 05:59:36"
"1083"	"76"	"2"	"2"	"21/5/2020 05:59:41"
"1084"	"69"	"2"	"2"	"21/5/2020 05:59:46"
"1085"	"68"	"2"	"2"	"21/5/2020 05:59:51"
"1086"	"79"	"2"	"2"	"21/5/2020 05:59:56"
"1087"	"72"	"2"	"2"	"21/5/2020 06:00:00"
"1088"	"73"	"2"	"2"	"21/5/2020 06:00:06"
"1089"	"71"	"2"	"2"	"21/5/2020 06:00:10"
"1090"	"77"	"2"	"2"	"21/5/2020 06:00:16"
"1091"	"72"	"2"	"2"	"21/5/2020 06:00:21"
"1092"	"67"	"2"	"2"	"21/5/2020 06:00:26"
"1093"	"71"	"2"	"2"	"21/5/2020 06:00:31"
"1094"	"73"	"2"	"2"	"21/5/2020 06:00:35"
"1095"	"73"	"2"	"2"	"21/5/2020 06:00:41"
"1096"	"65"	"2"	"2"	"21/5/2020 06:00:46"
"1097"	"75"	"2"	"2"	"21/5/2020 06:00:51"
"1098"	"76"	"2"	"2"	"21/5/2020 06:00:56"
"1099"	"69"	"2"	"2"	"21/5/2020 06:01:01"
"1100"	"75"	"2"	"2"	"21/5/2020 06:01:06"
"1101"	"64"	"2"	"2"	"21/5/2020 06:01:11"
"1102"	"71"	"2"	"2"	"21/5/2020 06:01:16"
"1103"	"67"	"2"	"2"	"21/5/2020 06:01:21"
"1104"	"73"	"2"	"2"	"21/5/2020 06:01:26"
"1105"	"71"	"2"	"2"	"21/5/2020 06:01:32"
"1106"	"71"	"2"	"2"	"21/5/2020 06:01:36"
"1107"	"68"	"2"	"2"	"21/5/2020 06:01:41"
"1108"	"67"	"2"	"2"	"21/5/2020 06:01:46"
"1109"	"70"	"2"	"2"	"21/5/2020 06:01:51"
"1110"	"72"	"2"	"2"	"21/5/2020 06:01:56"
"1111"	"71"	"2"	"2"	"21/5/2020 06:02:02"
"1112"	"64"	"2"	"2"	"21/5/2020 06:02:07"
"1113"	"69"	"2"	"2"	"21/5/2020 06:02:11"
"1114"	"72"	"2"	"2"	"21/5/2020 06:02:16"
"1115"	"72"	"2"	"2"	"21/5/2020 06:02:22"
"1116"	"72"	"2"	"2"	"21/5/2020 06:02:26"
"1117"	"66"	"2"	"2"	"21/5/2020 06:02:32"
"1118"	"67"	"2"	"2"	"21/5/2020 06:02:36"
"1119"	"78"	"2"	"2"	"21/5/2020 06:02:41"
"1120"	"71"	"2"	"2"	"21/5/2020 06:02:46"
"1121"	"75"	"2"	"2"	"21/5/2020 06:02:52"
"1122"	"70"	"2"	"2"	"21/5/2020 06:02:56"
"1123"	"67"	"2"	"2"	"21/5/2020 06:03:02"
"1124"	"77"	"2"	"2"	"21/5/2020 06:03:07"
"1125"	"73"	"2"	"2"	"21/5/2020 06:03:12"
"1126"	"76"	"2"	"2"	"21/5/2020 06:03:16"
"1127"	"73"	"2"	"2"	"21/5/2020 06:03:22"
"1128"	"76"	"2"	"2"	"21/5/2020 06:03:26"
"1129"	"66"	"2"	"2"	"21/5/2020 06:03:32"
"1130"	"74"	"2"	"2"	"21/5/2020 06:03:37"
"1131"	"69"	"2"	"2"	"21/5/2020 06:03:42"
"1132"	"72"	"2"	"2"	"21/5/2020 06:03:47"
"1133"	"75"	"2"	"2"	"21/5/2020 06:03:52"
"1134"	"72"	"2"	"2"	"21/5/2020 06:03:57"
"1135"	"65"	"2"	"2"	"21/5/2020 06:04:02"
"1136"	"71"	"2"	"2"	"21/5/2020 06:04:07"
"1137"	"77"	"2"	"2"	"21/5/2020 06:04:12"
"1138"	"66"	"2"	"2"	"21/5/2020 06:04:17"
"1139"	"72"	"2"	"2"	"21/5/2020 06:04:22"
"1140"	"68"	"2"	"2"	"21/5/2020 06:04:26"
"1141"	"73"	"2"	"2"	"21/5/2020 06:04:32"
"1142"	"76"	"2"	"2"	"21/5/2020 06:04:37"
"1143"	"70"	"2"	"2"	"21/5/2020 06:04:42"
"1144"	"72"	"2"	"2"	"21/5/2020 06:04:48"
"1145"	"66"	"2"	"2"	"21/5/2020 06:04:52"
"1146"	"71"	"2"	"2"	"21/5/2020 06:04:56"
"1147"	"72"	"2"	"2"	"21/5/2020 06:05:02"
"1148"	"76"	"2"	"2"	"21/5/2020 06:05:07"
"1149"	"77"	"2"	"2"	"21/5/2020 06:05:12"
"1150"	"71"	"2"	"2"	"21/5/2020 06:05:17"
"1151"	"65"	"2"	"2"	"21/5/2020 06:05:22"
"1152"	"74"	"2"	"2"	"21/5/2020 06:05:27"
"1153"	"68"	"2"	"2"	"21/5/2020 06:05:32"
"1154"	"69"	"2"	"2"	"21/5/2020 06:05:37"
"1155"	"65"	"2"	"2"	"21/5/2020 06:05:42"
"1156"	"75"	"2"	"2"	"21/5/2020 06:05:48"
"1157"	"75"	"2"	"2"	"21/5/2020 06:05:53"
"1158"	"73"	"2"	"2"	"21/5/2020 06:05:57"
"1159"	"71"	"2"	"2"	"21/5/2020 06:06:02"
"1160"	"72"	"2"	"2"	"21/5/2020 06:06:07"
"1161"	"65"	"2"	"2"	"21/5/2020 06:06:12"
"1162"	"68"	"2"	"2"	"21/5/2020 06:06:18"
"1163"	"74"	"2"	"2"	"21/5/2020 06:06:23"
"1164"	"64"	"2"	"2"	"21/5/2020 06:06:27"
"1165"	"77"	"2"	"2"	"21/5/2020 06:06:32"
"1166"	"69"	"2"	"2"	"21/5/2020 06:06:37"
"1167"	"71"	"2"	"2"	"21/5/2020 06:06:42"
"1168"	"73"	"2"	"2"	"21/5/2020 06:06:48"
"1169"	"65"	"2"	"2"	"21/5/2020 06:06:53"
"1170"	"65"	"2"	"2"	"21/5/2020 06:06:58"
"1171"	"77"	"2"	"2"	"21/5/2020 06:07:02"
"1172"	"70"	"2"	"2"	"21/5/2020 06:07:07"
"1173"	"64"	"2"	"2"	"21/5/2020 06:07:12"
"1174"	"68"	"2"	"2"	"21/5/2020 06:07:18"
"1175"	"70"	"2"	"2"	"21/5/2020 06:07:22"
"1176"	"71"	"2"	"2"	"21/5/2020 06:07:28"
"1177"	"68"	"2"	"2"	"21/5/2020 06:07:33"
"1178"	"67"	"2"	"2"	"21/5/2020 06:07:38"
"1179"	"68"	"2"	"2"	"21/5/2020 06:07:42"
"1180"	"77"	"2"	"2"	"21/5/2020 06:07:48"
"1181"	"74"	"2"	"2"	"21/5/2020 06:07:52"
"1182"	"73"	"2"	"2"	"21/5/2020 06:07:58"
"1183"	"75"	"2"	"2"	"21/5/2020 06:08:03"
"1184"	"78"	"2"	"2"	"21/5/2020 06:08:08"
"1185"	"79"	"2"	"2"	"21/5/2020 06:08:13"
"1186"	"72"	"2"	"2"	"21/5/2020 06:08:18"
"1187"	"65"	"2"	"2"	"21/5/2020 06:08:23"
"1188"	"70"	"2"	"2"	"21/5/2020 06:08:28"
"1189"	"66"	"2"	"2"	"21/5/2020 06:08:33"
"1190"	"70"	"2"	"2"	"21/5/2020 06:08:38"
"1191"	"73"	"2"	"2"	"21/5/2020 06:08:43"
"1192"	"67"	"2"	"2"	"21/5/2020 06:08:48"
"1193"	"73"	"2"	"2"	"21/5/2020 06:08:53"
"1194"	"78"	"2"	"2"	"21/5/2020 06:08:58"
"1195"	"65"	"2"	"2"	"21/5/2020 06:09:03"
"1196"	"76"	"2"	"2"	"21/5/2020 06:09:09"
"1197"	"78"	"2"	"2"	"21/5/2020 06:09:13"
"1198"	"64"	"2"	"2"	"21/5/2020 06:09:18"
"1199"	"68"	"2"	"2"	"21/5/2020 06:09:23"
"1200"	"67"	"2"	"2"	"21/5/2020 06:09:29"
"1201"	"76"	"2"	"2"	"21/5/2020 06:09:33"
"1202"	"72"	"2"	"2"	"21/5/2020 06:09:39"
"1203"	"67"	"2"	"2"	"21/5/2020 06:09:43"
"1204"	"70"	"2"	"2"	"21/5/2020 06:09:49"
"1205"	"79"	"2"	"2"	"21/5/2020 06:09:53"
"1206"	"69"	"2"	"2"	"21/5/2020 06:09:58"
"1207"	"64"	"2"	"2"	"21/5/2020 06:10:04"
"1208"	"72"	"2"	"2"	"21/5/2020 06:10:08"
"1209"	"72"	"2"	"2"	"21/5/2020 06:10:13"
"1210"	"75"	"2"	"2"	"21/5/2020 06:10:18"
"1211"	"65"	"2"	"2"	"21/5/2020 06:10:23"
"1212"	"69"	"2"	"2"	"21/5/2020 06:10:28"
"1213"	"66"	"2"	"2"	"21/5/2020 06:10:33"
"1214"	"75"	"2"	"2"	"21/5/2020 06:10:39"
"1215"	"73"	"2"	"2"	"21/5/2020 06:10:43"
"1216"	"69"	"2"	"2"	"21/5/2020 06:10:48"
"1217"	"69"	"2"	"2"	"21/5/2020 06:10:53"
"1218"	"78"	"2"	"2"	"21/5/2020 06:10:59"
"1219"	"76"	"2"	"2"	"21/5/2020 06:11:04"
"1220"	"71"	"2"	"2"	"21/5/2020 06:11:09"
"1221"	"65"	"2"	"2"	"21/5/2020 06:11:14"
"1222"	"64"	"2"	"2"	"21/5/2020 06:11:18"
"1223"	"73"	"2"	"2"	"21/5/2020 06:11:23"
"1224"	"69"	"2"	"2"	"21/5/2020 06:11:28"
"1225"	"68"	"2"	"2"	"21/5/2020 06:11:34"
"1226"	"67"	"2"	"2"	"21/5/2020 06:11:40"
"1227"	"64"	"2"	"2"	"21/5/2020 06:11:44"
"1228"	"64"	"2"	"2"	"21/5/2020 06:11:49"
"1229"	"75"	"2"	"2"	"21/5/2020 06:11:54"
"1230"	"70"	"2"	"2"	"21/5/2020 06:11:58"
"1231"	"71"	"2"	"2"	"21/5/2020 06:12:04"
"1232"	"68"	"2"	"2"	"21/5/2020 06:12:09"
"1233"	"71"	"2"	"2"	"21/5/2020 06:12:13"
"1234"	"72"	"2"	"2"	"21/5/2020 06:12:19"
"1235"	"67"	"2"	"2"	"21/5/2020 06:12:23"
"1236"	"66"	"2"	"2"	"21/5/2020 06:12:29"
"1237"	"74"	"2"	"2"	"21/5/2020 06:12:34"
"1238"	"70"	"2"	"2"	"21/5/2020 06:12:39"
"1239"	"71"	"2"	"2"	"21/5/2020 06:12:44"
"1240"	"72"	"2"	"2"	"21/5/2020 06:12:49"
"1241"	"70"	"2"	"2"	"21/5/2020 06:12:54"
"1242"	"66"	"2"	"2"	"21/5/2020 06:12:59"
"1243"	"69"	"2"	"2"	"21/5/2020 06:13:04"
"1244"	"69"	"2"	"2"	"21/5/2020 06:13:09"
"1245"	"71"	"2"	"2"	"21/5/2020 06:13:15"
"1246"	"72"	"2"	"2"	"21/5/2020 06:13:19"
"1247"	"72"	"2"	"2"	"21/5/2020 06:13:24"
"1248"	"67"	"2"	"2"	"21/5/2020 06:13:30"
"1249"	"76"	"2"	"2"	"21/5/2020 06:13:34"
"1250"	"65"	"2"	"2"	"21/5/2020 06:13:39"
"1251"	"78"	"2"	"2"	"21/5/2020 06:13:44"
"1252"	"69"	"2"	"2"	"21/5/2020 06:13:49"
"1253"	"64"	"2"	"2"	"21/5/2020 06:13:55"
"1254"	"66"	"2"	"2"	"21/5/2020 06:13:59"
"1255"	"73"	"2"	"2"	"21/5/2020 06:14:04"
"1256"	"68"	"2"	"2"	"21/5/2020 06:14:09"
"1257"	"74"	"2"	"2"	"21/5/2020 06:14:14"
"1258"	"64"	"2"	"2"	"21/5/2020 06:14:20"
"1259"	"72"	"2"	"2"	"21/5/2020 06:14:25"
"1260"	"70"	"2"	"2"	"21/5/2020 06:14:30"
"1261"	"75"	"2"	"2"	"21/5/2020 06:14:35"
"1262"	"73"	"2"	"2"	"21/5/2020 06:14:39"
"1263"	"72"	"2"	"2"	"21/5/2020 06:14:44"
"1264"	"74"	"2"	"2"	"21/5/2020 06:14:49"
"1265"	"73"	"2"	"2"	"21/5/2020 06:14:55"
"1266"	"74"	"2"	"2"	"21/5/2020 06:15:00"
"1267"	"74"	"2"	"2"	"21/5/2020 06:15:05"
"1268"	"64"	"2"	"2"	"21/5/2020 06:15:10"
"1269"	"74"	"2"	"2"	"21/5/2020 06:15:14"
"1270"	"75"	"2"	"2"	"21/5/2020 06:15:20"
"1271"	"75"	"2"	"2"	"21/5/2020 06:15:25"
"1272"	"65"	"2"	"2"	"21/5/2020 06:15:30"
"1273"	"69"	"2"	"2"	"21/5/2020 06:15:35"
"1274"	"72"	"2"	"2"	"21/5/2020 06:15:39"
"1275"	"79"	"2"	"2"	"21/5/2020 06:15:44"
"1276"	"68"	"2"	"2"	"21/5/2020 06:15:50"
"1277"	"69"	"2"	"2"	"21/5/2020 06:15:55"
"1278"	"71"	"2"	"2"	"21/5/2020 06:16:00"
"1279"	"66"	"2"	"2"	"21/5/2020 06:16:05"
"1280"	"70"	"2"	"2"	"21/5/2020 06:16:09"
"1281"	"69"	"2"	"2"	"21/5/2020 06:16:15"
"1282"	"65"	"2"	"2"	"21/5/2020 06:16:19"
"1283"	"74"	"2"	"2"	"21/5/2020 06:16:25"
"1284"	"78"	"2"	"2"	"21/5/2020 06:16:30"
"1285"	"71"	"2"	"2"	"21/5/2020 06:16:35"
"1286"	"65"	"2"	"2"	"21/5/2020 06:16:40"
"1287"	"67"	"2"	"2"	"21/5/2020 06:16:44"
"1288"	"76"	"2"	"2"	"21/5/2020 06:16:50"
"1289"	"73"	"2"	"2"	"21/5/2020 06:16:55"
"1290"	"76"	"2"	"2"	"21/5/2020 06:17:00"
"1291"	"76"	"2"	"2"	"21/5/2020 06:17:05"
"1292"	"77"	"2"	"2"	"21/5/2020 06:17:10"
"1293"	"67"	"2"	"2"	"21/5/2020 06:17:14"
"1294"	"68"	"2"	"2"	"21/5/2020 06:17:20"
"1295"	"73"	"2"	"2"	"21/5/2020 06:17:25"
"1296"	"71"	"2"	"2"	"21/5/2020 06:17:31"
"1297"	"72"	"2"	"2"	"21/5/2020 06:17:35"
"1298"	"73"	"2"	"2"	"21/5/2020 06:17:41"
"1299"	"74"	"2"	"2"	"21/5/2020 06:17:45"
"1300"	"66"	"2"	"2"	"21/5/2020 06:17:50"
"1301"	"72"	"2"	"2"	"21/5/2020 06:17:55"
"1302"	"68"	"2"	"2"	"21/5/2020 06:18:01"
"1303"	"71"	"2"	"2"	"21/5/2020 06:18:06"
"1304"	"72"	"2"	"2"	"21/5/2020 06:18:10"
"1305"	"68"	"2"	"2"	"21/5/2020 06:18:16"
"1306"	"72"	"2"	"2"	"21/5/2020 06:18:20"
"1307"	"66"	"2"	"2"	"21/5/2020 06:18:25"
"1308"	"66"	"2"	"2"	"21/5/2020 06:18:30"
"1309"	"73"	"2"	"2"	"21/5/2020 06:18:36"
"1310"	"67"	"2"	"2"	"21/5/2020 06:18:41"
"1311"	"75"	"2"	"2"	"21/5/2020 06:18:45"
"1312"	"68"	"2"	"2"	"21/5/2020 06:18:50"
"1313"	"72"	"2"	"2"	"21/5/2020 06:18:55"
"1314"	"71"	"2"	"2"	"21/5/2020 06:19:00"
"1315"	"74"	"2"	"2"	"21/5/2020 06:19:06"
"1316"	"81"	"2"	"2"	"21/5/2020 06:19:11"
"1317"	"75"	"2"	"2"	"21/5/2020 06:19:16"
"1318"	"65"	"2"	"2"	"21/5/2020 06:19:21"
"1319"	"68"	"2"	"2"	"21/5/2020 06:19:25"
"1320"	"70"	"2"	"2"	"21/5/2020 06:19:31"
"1321"	"76"	"2"	"2"	"21/5/2020 06:19:35"
"1322"	"66"	"2"	"2"	"21/5/2020 06:19:40"
"1323"	"72"	"2"	"2"	"21/5/2020 06:19:46"
"1324"	"74"	"2"	"2"	"21/5/2020 06:19:51"
"1325"	"72"	"2"	"2"	"21/5/2020 06:19:55"
"1326"	"74"	"2"	"2"	"21/5/2020 06:20:01"
"1327"	"68"	"2"	"2"	"21/5/2020 06:20:06"
"1328"	"74"	"2"	"2"	"21/5/2020 06:20:10"
"1329"	"75"	"2"	"2"	"21/5/2020 06:20:20"
"1330"	"65"	"2"	"2"	"21/5/2020 06:20:21"
"1331"	"63"	"2"	"2"	"21/5/2020 06:20:26"
"1332"	"73"	"2"	"2"	"21/5/2020 06:20:30"
"1333"	"68"	"2"	"2"	"21/5/2020 06:20:36"
"1334"	"76"	"2"	"2"	"21/5/2020 06:20:41"
"1335"	"76"	"2"	"2"	"21/5/2020 06:20:45"
"1336"	"64"	"2"	"2"	"21/5/2020 06:20:51"
"1337"	"66"	"2"	"2"	"21/5/2020 06:20:56"
"1338"	"76"	"2"	"2"	"21/5/2020 06:21:01"
"1339"	"65"	"2"	"2"	"21/5/2020 06:21:06"
"1340"	"67"	"2"	"2"	"21/5/2020 06:21:11"
"1341"	"66"	"2"	"2"	"21/5/2020 06:21:17"
"1342"	"80"	"2"	"2"	"21/5/2020 06:21:21"
"1343"	"76"	"2"	"2"	"21/5/2020 06:21:26"
"1344"	"69"	"2"	"2"	"21/5/2020 06:21:31"
"1345"	"75"	"2"	"2"	"21/5/2020 06:21:36"
"1346"	"78"	"2"	"2"	"21/5/2020 06:21:41"
"1347"	"67"	"2"	"2"	"21/5/2020 06:21:46"
"1348"	"64"	"2"	"2"	"21/5/2020 06:21:51"
"1349"	"74"	"2"	"2"	"21/5/2020 06:21:56"
"1350"	"72"	"2"	"2"	"21/5/2020 06:22:02"
"1351"	"76"	"2"	"2"	"21/5/2020 06:22:06"
"1352"	"70"	"2"	"2"	"21/5/2020 06:22:11"
"1353"	"64"	"2"	"2"	"21/5/2020 06:22:16"
"1354"	"77"	"2"	"2"	"21/5/2020 06:22:22"
"1355"	"75"	"2"	"2"	"21/5/2020 06:22:26"
"1356"	"69"	"2"	"2"	"21/5/2020 06:22:31"
"1357"	"74"	"2"	"2"	"21/5/2020 06:22:37"
"1358"	"63"	"2"	"2"	"21/5/2020 06:22:41"
"1359"	"65"	"2"	"2"	"21/5/2020 06:22:46"
"1360"	"71"	"2"	"2"	"21/5/2020 06:22:51"
"1361"	"73"	"2"	"2"	"21/5/2020 06:22:57"
"1362"	"76"	"2"	"2"	"21/5/2020 06:23:02"
"1363"	"69"	"2"	"2"	"21/5/2020 06:23:07"
"1364"	"71"	"2"	"2"	"21/5/2020 06:23:11"
"1365"	"73"	"2"	"2"	"21/5/2020 06:23:16"
"1366"	"66"	"2"	"2"	"21/5/2020 06:23:22"
"1367"	"69"	"2"	"2"	"21/5/2020 06:23:27"
"1368"	"68"	"2"	"2"	"21/5/2020 06:23:32"
"1369"	"72"	"2"	"2"	"21/5/2020 06:23:37"
"1370"	"70"	"2"	"2"	"21/5/2020 06:23:42"
"1371"	"71"	"2"	"2"	"21/5/2020 06:23:47"
"1372"	"73"	"2"	"2"	"21/5/2020 06:23:52"
"1373"	"75"	"2"	"2"	"21/5/2020 06:23:57"
"1374"	"74"	"2"	"2"	"21/5/2020 06:24:02"
"1375"	"76"	"2"	"2"	"21/5/2020 06:24:07"
"1376"	"71"	"2"	"2"	"21/5/2020 06:24:12"
"1377"	"74"	"2"	"2"	"21/5/2020 06:24:16"
"1378"	"74"	"2"	"2"	"21/5/2020 06:24:21"
"1379"	"76"	"2"	"2"	"21/5/2020 06:24:27"
"1380"	"68"	"2"	"2"	"21/5/2020 06:24:32"
"1381"	"68"	"2"	"2"	"21/5/2020 06:24:37"
"1382"	"63"	"2"	"2"	"21/5/2020 06:24:42"
"1383"	"70"	"2"	"2"	"21/5/2020 06:24:47"
"1384"	"64"	"2"	"2"	"21/5/2020 06:24:52"
"1385"	"67"	"2"	"2"	"21/5/2020 06:24:57"
"1386"	"70"	"2"	"2"	"21/5/2020 06:25:02"
"1387"	"67"	"2"	"2"	"21/5/2020 06:25:07"
"1388"	"71"	"2"	"2"	"21/5/2020 06:25:12"
"1389"	"75"	"2"	"2"	"21/5/2020 06:25:17"
"1390"	"75"	"2"	"2"	"21/5/2020 06:25:22"
"1391"	"74"	"2"	"2"	"21/5/2020 06:25:27"
"1392"	"65"	"2"	"2"	"21/5/2020 06:25:32"
"1393"	"66"	"2"	"2"	"21/5/2020 06:25:38"
"1394"	"75"	"2"	"2"	"21/5/2020 06:25:42"
"1395"	"74"	"2"	"2"	"21/5/2020 06:25:48"
"1396"	"73"	"2"	"2"	"21/5/2020 06:25:53"
"1397"	"67"	"2"	"2"	"21/5/2020 06:25:58"
"1398"	"74"	"2"	"2"	"21/5/2020 06:26:02"
"1399"	"73"	"2"	"2"	"21/5/2020 06:26:07"
"1400"	"77"	"2"	"2"	"21/5/2020 06:26:13"
"1401"	"70"	"2"	"2"	"21/5/2020 06:26:17"
"1402"	"71"	"2"	"2"	"21/5/2020 06:26:22"
"1403"	"69"	"2"	"2"	"21/5/2020 06:26:27"
"1404"	"73"	"2"	"2"	"21/5/2020 06:26:32"
"1405"	"72"	"2"	"2"	"21/5/2020 06:26:38"
"1406"	"77"	"2"	"2"	"21/5/2020 06:26:43"
"1407"	"65"	"2"	"2"	"21/5/2020 06:26:48"
"1408"	"75"	"2"	"2"	"21/5/2020 06:26:53"
"1409"	"68"	"2"	"2"	"21/5/2020 06:26:58"
"1410"	"69"	"2"	"2"	"21/5/2020 06:27:02"
"1411"	"71"	"2"	"2"	"21/5/2020 06:27:07"
"1412"	"75"	"2"	"2"	"21/5/2020 06:27:12"
"1413"	"69"	"2"	"2"	"21/5/2020 06:27:18"
"1414"	"74"	"2"	"2"	"21/5/2020 06:27:23"
"1415"	"65"	"2"	"2"	"21/5/2020 06:27:28"
"1416"	"64"	"2"	"2"	"21/5/2020 06:27:32"
"1417"	"74"	"2"	"2"	"21/5/2020 06:27:38"
"1418"	"69"	"2"	"2"	"21/5/2020 06:27:43"
"1419"	"68"	"2"	"2"	"21/5/2020 06:27:48"
"1420"	"72"	"2"	"2"	"21/5/2020 06:27:53"
"1421"	"79"	"2"	"2"	"21/5/2020 06:27:58"
"1422"	"72"	"2"	"2"	"21/5/2020 06:28:06"
"1423"	"64"	"2"	"2"	"21/5/2020 06:28:09"
"1424"	"69"	"2"	"2"	"21/5/2020 06:28:12"
"1425"	"76"	"2"	"2"	"21/5/2020 06:28:18"
"1426"	"74"	"2"	"2"	"21/5/2020 06:28:23"
"1427"	"75"	"2"	"2"	"21/5/2020 06:28:28"
"1428"	"74"	"2"	"2"	"21/5/2020 06:28:33"
"1429"	"67"	"2"	"2"	"21/5/2020 06:28:38"
"1430"	"67"	"2"	"2"	"21/5/2020 06:28:44"
"1431"	"67"	"2"	"2"	"21/5/2020 06:28:49"
"1432"	"72"	"2"	"2"	"21/5/2020 06:28:53"
"1433"	"74"	"2"	"2"	"21/5/2020 06:28:58"
"1434"	"65"	"2"	"2"	"21/5/2020 06:29:03"
"1435"	"73"	"2"	"2"	"21/5/2020 06:29:08"
"1436"	"74"	"2"	"2"	"21/5/2020 06:29:14"
"1437"	"71"	"2"	"2"	"21/5/2020 06:29:19"
"1438"	"73"	"2"	"2"	"21/5/2020 06:29:23"
"1439"	"73"	"2"	"2"	"21/5/2020 06:29:28"
"1440"	"70"	"2"	"2"	"21/5/2020 06:29:33"
"1441"	"73"	"2"	"2"	"21/5/2020 06:29:39"
"1442"	"64"	"2"	"2"	"21/5/2020 06:29:43"
"1443"	"75"	"2"	"2"	"21/5/2020 06:29:48"
"1444"	"75"	"2"	"2"	"21/5/2020 06:29:53"
"1445"	"70"	"2"	"2"	"21/5/2020 06:29:59"
"1446"	"65"	"2"	"2"	"21/5/2020 06:30:04"
"1447"	"74"	"2"	"2"	"21/5/2020 06:30:08"
"1448"	"68"	"2"	"2"	"21/5/2020 06:30:14"
"1449"	"69"	"2"	"2"	"21/5/2020 06:30:18"
"1450"	"66"	"2"	"2"	"21/5/2020 06:30:23"
"1451"	"68"	"2"	"2"	"21/5/2020 06:30:29"
"1452"	"73"	"2"	"2"	"21/5/2020 06:30:34"
"1453"	"75"	"2"	"2"	"21/5/2020 06:30:39"
"1454"	"76"	"2"	"2"	"21/5/2020 06:30:44"
"1455"	"63"	"2"	"2"	"21/5/2020 06:30:48"
"1456"	"72"	"2"	"2"	"21/5/2020 06:30:53"
"1457"	"72"	"2"	"2"	"21/5/2020 06:30:58"
"1458"	"77"	"2"	"2"	"21/5/2020 06:31:03"
"1459"	"67"	"2"	"2"	"21/5/2020 06:31:09"
"1460"	"70"	"2"	"2"	"21/5/2020 06:31:14"
"1461"	"74"	"2"	"2"	"21/5/2020 06:31:18"
"1462"	"71"	"2"	"2"	"21/5/2020 06:31:23"
"1463"	"71"	"2"	"2"	"21/5/2020 06:31:29"
"1464"	"74"	"2"	"2"	"21/5/2020 06:31:35"
"1465"	"73"	"2"	"2"	"21/5/2020 06:31:39"
"1466"	"72"	"2"	"2"	"21/5/2020 06:31:44"
"1467"	"77"	"2"	"2"	"21/5/2020 06:31:50"
"1468"	"72"	"2"	"2"	"21/5/2020 06:31:53"
"1469"	"66"	"2"	"2"	"21/5/2020 06:31:59"
"1470"	"67"	"2"	"2"	"21/5/2020 06:32:04"
"1471"	"64"	"2"	"2"	"21/5/2020 06:32:08"
"1472"	"68"	"2"	"2"	"21/5/2020 06:32:14"
"1473"	"76"	"2"	"2"	"21/5/2020 06:32:19"
"1474"	"74"	"2"	"2"	"21/5/2020 06:32:24"
"1475"	"69"	"2"	"2"	"21/5/2020 06:32:29"
"1476"	"75"	"2"	"2"	"21/5/2020 06:32:34"
"1477"	"71"	"2"	"2"	"21/5/2020 06:32:40"
"1478"	"69"	"2"	"2"	"21/5/2020 06:32:45"
"1479"	"67"	"2"	"2"	"21/5/2020 06:32:49"
"1480"	"73"	"2"	"2"	"21/5/2020 06:32:54"
"1481"	"64"	"2"	"2"	"21/5/2020 06:32:59"
"1482"	"65"	"2"	"2"	"21/5/2020 06:33:05"
"1483"	"72"	"2"	"2"	"21/5/2020 06:33:10"
"1484"	"66"	"2"	"2"	"21/5/2020 06:33:14"
"1485"	"74"	"2"	"2"	"21/5/2020 06:33:20"
"1486"	"73"	"2"	"2"	"21/5/2020 06:33:24"
"1487"	"68"	"2"	"2"	"21/5/2020 06:33:29"
"1488"	"70"	"2"	"2"	"21/5/2020 06:33:34"
"1489"	"69"	"2"	"2"	"21/5/2020 06:33:39"
"1490"	"70"	"2"	"2"	"21/5/2020 06:33:44"
"1491"	"65"	"2"	"2"	"21/5/2020 06:33:50"
"1492"	"73"	"2"	"2"	"21/5/2020 06:33:54"
"1493"	"74"	"2"	"2"	"21/5/2020 06:33:59"
"1494"	"63"	"2"	"2"	"21/5/2020 06:34:04"
"1495"	"77"	"2"	"2"	"21/5/2020 06:34:09"
"1496"	"72"	"2"	"2"	"21/5/2020 06:34:14"
"1497"	"64"	"2"	"2"	"21/5/2020 06:34:19"
"1498"	"65"	"2"	"2"	"21/5/2020 06:34:24"
"1499"	"67"	"2"	"2"	"21/5/2020 06:34:29"
"1500"	"64"	"2"	"2"	"21/5/2020 06:34:34"
"1501"	"77"	"2"	"2"	"21/5/2020 06:34:39"
"1502"	"73"	"2"	"2"	"21/5/2020 06:34:45"
"1503"	"65"	"2"	"2"	"21/5/2020 06:34:50"
"1504"	"61"	"2"	"2"	"21/5/2020 06:34:54"
"1505"	"75"	"2"	"2"	"21/5/2020 06:35:00"
"1506"	"75"	"2"	"2"	"21/5/2020 06:35:05"
"1507"	"70"	"2"	"2"	"21/5/2020 06:35:09"
"1508"	"64"	"2"	"2"	"21/5/2020 06:35:14"
"1509"	"70"	"2"	"2"	"21/5/2020 06:35:20"
